tt0002130	movie	Dante's Inferno	0	1911	71	Adventure,Drama,Fantasy	7.0	3667
tt0002423	movie	Passion	0	1919	113	Biography,Drama,Romance	6.6	1041
tt0002844	movie	Fantômas: In the Shadow of the Guillotine	0	1913	54	Crime,Drama	6.9	2576
tt0003014	movie	Ingeborg Holm	0	1913	96	Drama	7.0	1479
tt0003037	movie	Fantomas: The Man in Black	0	1913	61	Crime,Drama	6.9	1745
tt0003165	movie	Fantômas: The Dead Man Who Killed	0	1913	90	Crime,Drama,Mystery	6.9	1382
tt0003419	movie	The Student of Prague	0	1913	85	Drama,Fantasy,Horror	6.4	2499
tt0003643	movie	The Avenging Conscience: or 'Thou Shalt Not Kill'	0	1914	78	Crime,Drama,Horror	6.4	1484
tt0003740	movie	Cabiria	0	1914	148	Adventure,Drama,History	7.1	4061
tt0003772	movie	Cinderella	0	1914	52	Drama,Fantasy	6.0	1100
tt0003930	movie	Fantomas: The Mysterious Finger Print	0	1914	59	Crime,Drama	6.8	1465
tt0003952	movie	Fantômas: The False Magistrate	0	1914	70	Crime,Drama	6.7	1236
tt0004026	movie	The Golem	0	1914	60	Horror	6.7	1271
tt0004181	movie	Judith of Bethulia	0	1914	61	Drama	6.2	1482
tt0004465	movie	The Perils of Pauline	0	1914	199	Action,Adventure,Drama	6.3	1100
tt0004635	movie	The Squaw Man	0	1914	74	Action,Drama,Romance	5.7	1067
tt0004707	movie	Tillie's Punctured Romance	0	1914	82	Comedy	6.2	3776
tt0004972	movie	The Birth of a Nation	0	1915	195	Drama,War	6.1	26923
tt0005060	movie	Carmen	0	1915	59	Drama	6.3	1114
tt0005078	movie	The Cheat	0	1915	59	Drama,Romance	6.5	2893
tt0005339	movie	A Fool There Was	0	1915	67	Drama	5.7	1080
tt0005916	movie	After Death	0	1915	46	Drama,Horror	6.8	1058
tt0005960	movie	The Regeneration	0	1915	72	Biography,Crime,Drama	6.8	1471
tt0006206	movie	Les Vampires	0	1915	421	Action,Adventure,Crime	7.3	5576
tt0006333	movie	20,000 Leagues Under the Sea	0	1916	105	Action,Adventure,Sci-Fi	6.1	2066
tt0006780	movie	Hell's Hinges	0	1916	64	Romance,Western	6.7	1112
tt0006864	movie	Intolerance	0	1916	163	Drama,History	7.7	17097
tt0006886	movie	Judex	0	1916	300	Adventure,Crime	7.2	1169
tt0008443	movie	The Poor Little Rich Girl	0	1917	78	Comedy,Drama,Family	6.7	1577
tt0008663	movie	A Man There Was	0	1917	65	Drama,War	7.3	2399
tt0008879	movie	The Outlaw and His Wife	0	1918	72	Drama	7.2	2147
tt0008891	movie	The Blue Bird	0	1918	75	Family,Fantasy	6.9	1056
tt0009150	movie	Hearts of the World	0	1918	117	Drama,War	6.5	1133
tt0009369	movie	Mickey	0	1918	93	Comedy,Drama	6.1	1193
tt0009652	movie	Stella Maris	0	1918	84	Drama	6.9	1614
tt0009878	movie	Different from the Others	0	1919	50	Crime,Drama,History	7.0	1556
tt0009892	movie	Auction of Souls	0	1919	80	Drama,History,Romance	5.5	1251
tt0009893	movie	The Oyster Princess	0	1919	60	Comedy	7.2	2216
tt0009937	movie	Blind Husbands	0	1919	102	Drama,Romance	6.9	1725
tt0009968	movie	Broken Blossoms	0	1919	90	Drama,Romance	7.2	11303
tt0010040	movie	Daddy-Long-Legs	0	1919	85	Comedy,Drama	6.6	1494
tt0010071	movie	Don't Change Your Husband	0	1919	71	Comedy	6.5	1292
tt0010247	movie	Sir Arne's Treasure	0	1919	122	Drama,History	7.1	1599
tt0010267	movie	The Hoodlum	0	1919	78	Comedy	6.7	1059
tt0010281	movie	I Don't Want to Be a Man	0	1918	45	Comedy,Romance	6.8	1696
tt0010307	movie	J'accuse!	0	1919	166	Drama,Horror,War	7.7	2142
tt0010323	movie	The Cabinet of Dr. Caligari	0	1920	67	Horror,Mystery,Thriller	8.0	72108
tt0010418	movie	Male and Female	0	1919	116	Adventure,Drama	7.0	2006
tt0010598	movie	The President	0	1919	85	Drama	6.6	1090
tt0010600	movie	The Doll	0	1919	66	Comedy,Fantasy,Sci-Fi	7.4	2459
tt0010726	movie	The Spiders - Episode 1: The Golden Sea	0	1919	130	Adventure,Western	6.5	1499
tt0010806	movie	True Heart Susie	0	1919	87	Comedy,Drama,Romance	6.9	2041
tt0010879	movie	When the Clouds Roll by	0	1919	85	Action,Comedy,Romance	6.9	1005
tt0011000	movie	Leaves From Satan's Book	0	1920	167	Drama	6.6	1392
tt0011130	movie	Dr. Jekyll and Mr. Hyde	0	1920	69	Drama,Horror,Sci-Fi	6.9	6253
tt0011157	movie	Erotikon	0	1920	106	Comedy,Romance	6.4	1086
tt0011221	movie	Genuine: The Tragedy of a Vampire	0	1920	88	Fantasy,Horror,Romance	5.9	1186
tt0011237	movie	The Golem	0	1920	91	Fantasy,Horror	7.2	8864
tt0011387	movie	The Last of the Mohicans	0	1920	73	Action,Adventure,Drama	6.7	1486
tt0011439	movie	The Mark of Zorro	0	1920	79	Adventure,Romance,Western	7.1	2882
tt0011565	movie	The Penalty	0	1920	90	Crime,Drama,Horror	7.3	2711
tt0011607	movie	The Parson's Widow	0	1920	94	Comedy,Drama,Horror	7.1	1565
tt0011652	movie	The Saphead	0	1920	77	Comedy,Drama,Romance	6.1	1806
tt0011723	movie	The Spiders - Episode 2: The Diamond Ship	0	1920	104	Adventure	6.1	1138
tt0011841	movie	Way Down East	0	1920	145	Drama,Romance	7.3	6020
tt0011865	movie	Why Change Your Wife?	0	1920	90	Comedy,Drama	6.7	1518
tt0011870	movie	Within Our Gates	0	1920	79	Drama,Romance	6.4	3758
tt0011904	movie	The Ace of Hearts	0	1921	75	Crime,Drama,Mystery	6.8	1387
tt0011909	movie	The Affairs of Anatol	0	1921	117	Comedy,Drama	6.6	1376
tt0011960	movie	The Wildcat	0	1921	79	Comedy,Drama,Romance	6.9	1358
tt0012027	movie	Camille	0	1921	72	Drama,Romance	6.5	1087
tt0012190	movie	The Four Horsemen of the Apocalypse	0	1921	150	Drama,Romance,War	7.1	3604
tt0012349	movie	The Kid	0	1921	68	Comedy,Drama,Family	8.2	138314
tt0012364	movie	The Phantom Carriage	0	1921	107	Drama,Fantasy,Horror	8.0	14579
tt0012494	movie	Destiny	0	1921	114	Drama,Fantasy,Horror	7.6	6883
tt0012532	movie	Orphans of the Storm	0	1921	150	Drama,History,Romance	7.3	5580
tt0012642	movie	A Sailor-Made Man	0	1921	47	Action,Adventure,Comedy	6.8	1290
tt0012651	movie	The Haunted Castle	0	1921	69	Crime,Drama,Horror	6.1	2135
tt0012675	movie	The Sheik	0	1921	86	Adventure,Drama,Romance	6.2	3752
tt0012752	movie	The Three Musketeers	0	1921	119	Action,Adventure,Family	6.9	1184
tt0012763	movie	Tol'able David	0	1921	99	Drama	7.1	1975
tt0012938	movie	Beyond the Rocks	0	1922	80	Drama,Romance	6.7	2422
tt0012952	movie	Blood and Sand	0	1922	108	Drama,Romance,Sport	6.3	1574
tt0013075	movie	Dr. Jack	0	1922	60	Comedy,Romance	7.1	1711
tt0013086	movie	Dr. Mabuse, the Gambler	0	1922	242	Crime,Mystery,Thriller	7.8	9390
tt0013140	movie	Foolish Wives	0	1922	117	Drama,Thriller	7.0	4139
tt0013201	movie	Grandma's Boy	0	1922	60	Comedy,Family	7.0	2115
tt0013257	movie	Häxan	0	1922	91	Documentary,Fantasy,Horror	7.6	17507
tt0013427	movie	Nanook of the North	0	1922	78	Documentary	7.6	13753
tt0013442	movie	Nosferatu: A Symphony of Horror	0	1922	94	Fantasy,Horror	7.8	109459
tt0013496	movie	Phantom	0	1922	125	Drama,Romance	6.7	1996
tt0013556	movie	Robin Hood	0	1922	143	Adventure,Family,Romance	7.0	2544
tt0013571	movie	Salomé	0	1922	72	Biography,Drama,History	6.6	1229
